the_geom,stop_code,OBJECTID,stop_id,stop_name,stop_desc,stop_lat,stop_lon,Source
POINT (-83.11616699999996 42.41738000000004),HM6MNB,278,403,Hamilton & Six Mile,Hamilton Ave & W Mcnichols Rd,42.41738,-83.116167,DDOT GTFS
POINT (-83.14178699999997 42.431651000000045),7MLVWB,279,405,Seven Mile & Livernois,W 7 Mile Rd & Livernois Ave,42.431651,-83.141787,DDOT GTFS
POINT (-83.18076599999995 42.43088400000005),7MSFWB,280,406,Seven Mile & Schaefer,W 7 Mile Rd & Schaefer Hwy,42.430884,-83.180766,DDOT GTFS
POINT (-83.01306199999993 42.34227100000004),JFADEB,281,419,Jefferson & Adair,E Jefferson Ave & Adair St,42.342271,-83.013062,DDOT GTFS
POINT (-83.00169999999997 42.34710200000006),JFBVEB,282,420,Jefferson & E. Grand Blvd,E Jefferson Ave & E. Grand Blvd,42.347102,-83.0017,DDOT GTFS
POINT (-82.97036199999997 42.367139000000066),JFSJEB,283,421,Jefferson & St. Jean,E Jefferson Ave & Saint Jean St,42.367139,-82.970362,DDOT GTFS
POINT (-82.95294899999999 42.37052300000005),JFDKEB,284,422,Jefferson & Dickerson,E Jefferson Ave & Dickerson St,42.370523,-82.952949,DDOT GTFS
POINT (-82.95346199999994 42.37065000000007),JFDKWB,285,425,Jefferson & Dickerson,E Jefferson Ave & Dickerson St,42.37065,-82.953462,DDOT GTFS
POINT (-82.97087499999998 42.367068000000074),JFSJWB,286,426,Jefferson & St. Jean,E Jefferson Ave & Saint Jean St,42.367068,-82.970875,DDOT GTFS
POINT (-83.00212799999997 42.347192000000064),JFBVWB,287,427,Jefferson & E. Grand Blvd,,42.347192,-83.002128,DDOT GTFS
POINT (-83.27605199999994 42.362618000000055),RDPLEB,288,429,Redford Plaza,,42.362618,-83.276052,DDOT GTFS
POINT (-83.27419999999995 42.35671600000006),JYTGEB,289,430,Joy Road & Telegraph,Joy Rd & N Telegraph Rd,42.356716,-83.2742,DDOT GTFS
POINT (-83.25008299999996 42.357319000000075),JYSZEB,290,432,Joy Road & Spinoza,Joy Rd & Spinoza Dr,42.357319,-83.250083,DDOT GTFS
POINT (-83.21555599999994 42.35773900000004),JYSOEB,291,433,Joy Road & Southfield,Joy Rd & Southfield Fwy,42.357739,-83.215556,DDOT GTFS
POINT (-83.19757099999998 42.35800900000004),JYGFEB,292,434,Joy Rd & Greenfield,Joy Rd & Greenfield Rd,42.358009,-83.197571,DDOT GTFS
POINT (-83.17735099999999 42.35832000000005),JYSFEB,293,435,Joy Road & Schaefer,Joy Rd & Schaefer Hwy,42.35832,-83.177351,DDOT GTFS
POINT (-83.15787499999999 42.35892400000006),JYWYEB,294,436,Joy Road & Wyoming,Joy Rd & Wyoming St,42.358924,-83.157875,DDOT GTFS
POINT (-83.13830099999996 42.35970400000008),JYLVEB,295,437,Joy Rd & Livernois,Joy Rd & Livernois Ave,42.359704,-83.138301,DDOT GTFS
POINT (-83.11905199999995 42.35319100000004),TIBWEB,296,438,Tireman & Beechwood,Tireman St & Beechwood St,42.353191,-83.119052,DDOT GTFS
POINT (-83.10963999999996 42.35704000000004),GRBVEB,297,439,Grand River & W.Grand Blvd,,42.35704,-83.10964,DDOT GTFS
POINT (-83.10779899999994 42.34480400000007),WGWASB,298,440,W.Grand Blvd & Warren,W Grand Blvd & W Warren Ave,42.344804,-83.107799,DDOT GTFS
POINT (-83.09490699999998 42.33142400000003),WGMNSB,299,441,W.Grand Blvd & Michigan,W Grand Blvd & Michigan Ave,42.331424,-83.094907,DDOT GTFS
POINT (-83.06218699999994 42.32562600000006),LFTBEB,300,443,Lafayette & Trumbull,,42.325626,-83.062187,DDOT GTFS
POINT (-83.06268699999998 42.325698000000045),LFTBWB,301,444,Lafayette & Trumbull,W Lafayette Blvd & Trumbull St,42.325698,-83.062687,DDOT GTFS
POINT (-83.08506099999994 42.317608000000064),WGLFNB,302,445,W.Grand Blvd & Lafayette,W Grand Blvd & W Lafayette St,42.317608,-83.085061,DDOT GTFS
POINT (-83.09488199999998 42.33179100000007),WGMNNB,303,446,W.Grand Blvd & Michigan,W Grand Blvd & Michigan Ave,42.331791,-83.094882,DDOT GTFS
POINT (-83.10784699999994 42.34518900000006),WGWRNB,304,447,W.Grand Blvd & Warren,W Grand Blvd & W Warren Ave,42.345189,-83.107847,DDOT GTFS
POINT (-83.11935699999998 42.35341500000004),BWTIWB,305,448,Beechwood & Tireman,Beechwood St & Tireman St,42.353415,-83.119357,DDOT GTFS
POINT (-83.13850899999994 42.35939100000007),JYLVWB,306,449,Joy Rd & Livernois,Joy Rd & Livernois Ave,42.359391,-83.138509,DDOT GTFS
POINT (-83.15819199999999 42.35908500000005),JYWYWB,307,450,Joy Road & Wyoming,Joy Rd & Wyoming St,42.359085,-83.158192,DDOT GTFS
POINT (-83.17789999999997 42.35848100000004),JYSFWB,308,451,Joy Road & Schaefer,Joy Rd & Schaefer Hwy,42.358481,-83.1779,DDOT GTFS
POINT (-83.19735099999997 42.358179000000064),JYGFWB,309,452,Joy Rd & Greenfield,Joy Rd & Greenfield Rd,42.358179,-83.197351,DDOT GTFS
POINT (-83.21807299999995 42.357882000000075),JYSOWB,310,453,Joy Road & Southfield,Joy Rd & Ashton Ave,42.357882,-83.218073,DDOT GTFS
POINT (-83.25063299999994 42.357417000000055),JYSZWB,311,454,Joy Road & Spinoza,,42.357417,-83.250633,DDOT GTFS
POINT (-83.27446999999995 42.35705600000006),JYTGWB,312,456,Joy Road & Telegraph,Telegraph Rd & Joy Rd,42.357056,-83.27447,DDOT GTFS
POINT (-83.12680899999998 42.40262900000005),LNFKSB,313,465,Linwood & Fenkell,Linwood St & Fenkell St,42.402629,-83.126809,DDOT GTFS
POINT (-83.10893499999997 42.37338900000003),LNJYSB,314,466,Linwood & Joy Rd.,Linwood St & Joy Rd,42.373389,-83.108935,DDOT GTFS
POINT (-83.10002099999997 42.36010100000004),LNBVSB,315,467,Linwood & West Grand Blvd.,Linwood St & W Grand Blvd,42.360101,-83.100021,DDOT GTFS
POINT (-83.07888499999996 42.35203400000006),TRWRSB,316,469,Trumbull & Warren,Trumbull St & W Warren Ave,42.352034,-83.078885,DDOT GTFS
POINT (-83.06696299999999 42.33140800000007),TRMNSB,317,470,Trumbull & Michigan,Trumbull St & Michigan Ave,42.331408,-83.066963,DDOT GTFS
POINT (-83.06679099999997 42.33176600000007),TRMNNB,318,474,Trumbull & Michigan,,42.331766,-83.066791,DDOT GTFS
POINT (-83.07878599999998 42.352535000000046),TRWRNB,319,475,Trumbull & Warren,Trumbull St & W Warren Ave,42.352535,-83.078786,DDOT GTFS
POINT (-83.09990999999997 42.36045900000005),LNBVNB,320,477,Linwood & West Grand Blvd.,Linwood St & W Grand Blvd,42.360459,-83.09991,DDOT GTFS
POINT (-83.10871499999996 42.37367500000005),LNJYNB,321,478,Linwood & Joy Rd.,Linwood St & Joy Rd,42.373675,-83.108715,DDOT GTFS
POINT (-83.12651499999998 42.402843000000075),LNFKNB,322,479,Linwood & Fenkell,Linwood St & Fenkell St,42.402843,-83.126515,DDOT GTFS
POINT (-83.14217899999994 42.44545300000004),LV8MSB,323,481,Livernois & Eight Mile,Livernois Ave & W 8 Mile Rd,42.445453,-83.142179,DDOT GTFS
POINT (-83.13998499999997 42.39141900000004),LVECSB,324,482,Livernois & Ewald Circle,Livernois Ave & Ewald Cir,42.391419,-83.139985,DDOT GTFS
POINT (-83.13916099999994 42.368576000000076),LVGRSB,325,483,Livernois & Grand River,Livernois Ave & W Grand River Ave,42.368576,-83.139161,DDOT GTFS
POINT (-83.12994699999996 42.34405700000008),LVWRSB,326,484,Livernois & Warren,Livernois Ave & W Warren Ave,42.344057,-83.129947,DDOT GTFS
POINT (-83.12462799999997 42.336918000000026),LV94SB,327,485,Livernois & I-94 Frwy.,Livernois Ave & Edsel Ford Fwy,42.336918,-83.124628,DDOT GTFS
POINT (-83.12028599999996 42.331030000000055),LVMNSB,328,486,Livernois & Michigan,Livernois Ave & Michigan Ave,42.33103,-83.120286,DDOT GTFS
POINT (-83.09932299999997 42.30041300000005),WJLVSB,329,487,WEST JEFFERSON & LIVERNOIS,S Livernois Ave & W Jefferson Ave,42.300413,-83.099323,DDOT GTFS
POINT (-83.12689399999994 42.28240200000005),JFBRWB,330,488,West Jefferson & Brennan Loop,W Jefferson Ave & Brennan,42.282402,-83.126894,DDOT GTFS
